"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032963","GO:0032963","collagen metabolic process","2/262","71/6818",0.764040882562665,0.904531838732297,0.812479479155855,"PRSS2/COL1A2",2
"GO:0035265","GO:0035265","organ growth","2/262","71/6818",0.764040882562665,0.904531838732297,0.812479479155855,"PSAP/BASP1",2
"GO:0036503","GO:0036503","ERAD pathway","2/262","71/6818",0.764040882562665,0.904531838732297,0.812479479155855,"HSPA5/XBP1",2
"GO:0050768","GO:0050768","negative regulation of neurogenesis","2/262","71/6818",0.764040882562665,0.904531838732297,0.812479479155855,"B2M/SPP1",2
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"HSP90AA1",1
"GO:0007004","GO:0007004","telomere maintenance via telomerase","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"HSP90AA1",1
"GO:0009581","GO:0009581","detection of external stimulus","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"CALCA",1
"GO:0014015","GO:0014015","positive regulation of gliogenesis","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"MDK",1
"GO:0014897","GO:0014897","striated muscle hypertrophy","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"IGFBP5",1
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"CHRDL2",1
"GO:0031016","GO:0031016","pancreas development","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"ANXA1",1
"GO:0032387","GO:0032387","negative regulation of intracellular transport","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"SNX3",1
"GO:0044091","GO:0044091","membrane biogenesis","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"S100A10",1
"GO:0045685","GO:0045685","regulation of glial cell differentiation","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"MDK",1
"GO:0046620","GO:0046620","regulation of organ growth","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"BASP1",1
"GO:0061337","GO:0061337","cardiac conduction","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"ATP1B1",1
"GO:1904063","GO:1904063","negative regulation of cation transmembrane transport","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"GRP",1
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"MDK",1
"GO:2000401","GO:2000401","regulation of lymphocyte migration","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"CCL2",1
"GO:2000756","GO:2000756","regulation of peptidyl-lysine acetylation","1/262","37/6818",0.766315174786743,0.904531838732297,0.812479479155855,"MUC1",1
"GO:0048534","GO:0048534","hematopoietic or lymphoid organ development","16/262","482/6818",0.766756731118877,0.904708778977085,0.812638412552969,"B2M/MDK/ZFP36L1/HLA-DRA/HLA-B/HLA-DRB1/ISG15/SLC39A7/TYROBP/AGER/ANXA1/XBP1/LGALS1/TMEM176B/CD164/EGR1",16
"GO:0055074","GO:0055074","calcium ion homeostasis","4/262","135/6818",0.768718431980455,0.905678827768784,0.813509741458472,"CALCA/APOE/ATP1B1/S100A14",4
"GO:0006354","GO:0006354","DNA-templated transcription elongation","3/262","104/6818",0.769330661241375,0.905678827768784,0.813509741458472,"ELOB/MUC1/HDGF",3
"GO:0007411","GO:0007411","axon guidance","3/262","104/6818",0.769330661241375,0.905678827768784,0.813509741458472,"BSG/EFNA1/RAC1",3
"GO:0009612","GO:0009612","response to mechanical stimulus","3/262","104/6818",0.769330661241375,0.905678827768784,0.813509741458472,"MDK/ACTG1/AQP1",3
"GO:0015931","GO:0015931","nucleobase-containing compound transport","3/262","104/6818",0.769330661241375,0.905678827768784,0.813509741458472,"ZFP36L1/SLC25A6/YBX1",3
"GO:0097485","GO:0097485","neuron projection guidance","3/262","104/6818",0.769330661241375,0.905678827768784,0.813509741458472,"BSG/EFNA1/RAC1",3
"GO:0048592","GO:0048592","eye morphogenesis","2/262","72/6818",0.770808879590601,0.906223635024626,0.813999104791538,"AQP1/AQP5",2
"GO:0010639","GO:0010639","negative regulation of organelle organization","5/262","166/6818",0.771331651657416,0.906223635024626,0.813999104791538,"SLC25A6/TMSB4X/GPX1/PFN1/H3-3B",5
"GO:0006695","GO:0006695","cholesterol biosynthetic process","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"APOE",1
"GO:0009582","GO:0009582","detection of abiotic stimulus","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"CALCA",1
"GO:0010633","GO:0010633","negative regulation of epithelial cell migration","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"APOE",1
"GO:0021766","GO:0021766","hippocampus development","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"MDK",1
"GO:0038034","GO:0038034","signal transduction in absence of ligand","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"IFI6",1
"GO:0042100","GO:0042100","B cell proliferation","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"TYROBP",1
"GO:0042446","GO:0042446","hormone biosynthetic process","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"EGR1",1
"GO:0043502","GO:0043502","regulation of muscle adaptation","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"IGFBP5",1
"GO:0045995","GO:0045995","regulation of embryonic development","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"RACK1",1
"GO:0050772","GO:0050772","positive regulation of axonogenesis","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"CRABP2",1
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"IFI6",1
"GO:0140056","GO:0140056","organelle localization by membrane tethering","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"VAMP8",1
"GO:1901568","GO:1901568","fatty acid derivative metabolic process","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"ALOX15B",1
"GO:1902117","GO:1902117","positive regulation of organelle assembly","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"SDC1",1
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"APOE",1
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"IGFBP5",1
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","1/262","38/6818",0.775344141636156,0.906223635024626,0.813999104791538,"PDIA3",1
"GO:0048284","GO:0048284","organelle fusion","2/262","73/6818",0.777407678812404,0.907951287528644,0.81555093762541,"ANXA1/VAMP8",2
"GO:2001022","GO:2001022","positive regulation of response to DNA damage stimulus","2/262","73/6818",0.777407678812404,0.907951287528644,0.81555093762541,"TRIM28/RPS3",2
"GO:0048762","GO:0048762","mesenchymal cell differentiation","4/262","137/6818",0.778597866474512,0.908999089877281,0.816492107267014,"MDK/S100A4/EFNA1/TRIM28",4
"GO:0019216","GO:0019216","regulation of lipid metabolic process","5/262","168/6818",0.780262989855172,0.910197306896286,0.817568384184895,"PSAP/APOE/ANXA1/NPC2/EGR1",5
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","3/262","106/6818",0.780427873320542,0.910197306896286,0.817568384184895,"CCL2/TMSB4X/ATP1B1",3
"GO:0006401","GO:0006401","RNA catabolic process","4/262","138/6818",0.783411706507018,0.910197306896286,0.817568384184895,"ZFP36L1/SCGB1A1/YBX1/PABPC1",4
"GO:0016482","GO:0016482","cytosolic transport","2/262","74/6818",0.783840230796585,0.910197306896286,0.817568384184895,"SNX3/EZR",2
"GO:0051961","GO:0051961","negative regulation of nervous system development","2/262","74/6818",0.783840230796585,0.910197306896286,0.817568384184895,"B2M/SPP1",2
"GO:1990138","GO:1990138","neuron projection extension","2/262","74/6818",0.783840230796585,0.910197306896286,0.817568384184895,"APOE/HSP90AA1",2
"GO:0010507","GO:0010507","negative regulation of autophagy","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"DAP",1
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"HSP90AA1",1
"GO:0014896","GO:0014896","muscle hypertrophy","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"IGFBP5",1
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"CCL2",1
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"F3",1
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"RAC1",1
"GO:0050766","GO:0050766","positive regulation of phagocytosis","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"CCL2",1
"GO:0060193","GO:0060193","positive regulation of lipase activity","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"ARF4",1
"GO:0071103","GO:0071103","DNA conformation change","1/262","39/6818",0.784025533213048,0.910197306896286,0.817568384184895,"ANXA1",1
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","5/262","169/6818",0.784627442897077,0.91055530410278,0.81788994874616,"ZFP36L1/SPINK1/SCNN1A/SCNN1B/XBP1",5
"GO:0098657","GO:0098657","import into cell","3/262","107/6818",0.785810278205842,0.911586942032357,0.818816598988649,"SCNN1A/SCNN1B/ATP1B1",3
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","4/262","139/6818",0.788142465361583,0.913053512028293,0.820133919148561,"DAP/HSPA5/XBP1/WDR45B",4
"GO:0071216","GO:0071216","cellular response to biotic stimulus","4/262","139/6818",0.788142465361583,0.913053512028293,0.820133919148561,"CCL2/GSTP1/HSPA5/XBP1",4
"GO:0120039","GO:0120039","plasma membrane bounded cell projection morphogenesis","8/262","260/6818",0.789486738054636,0.913053512028293,0.820133919148561,"SPP1/S100A6/BSG/APOE/HSP90AA1/EFNA1/RAC1/CRABP2",8
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","2/262","75/6818",0.790109509958665,0.913053512028293,0.820133919148561,"ARF4/TMED9",2
"GO:0048736","GO:0048736","appendage development","2/262","75/6818",0.790109509958665,0.913053512028293,0.820133919148561,"COL3A1/CRABP2",2
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","2/262","75/6818",0.790109509958665,0.913053512028293,0.820133919148561,"TMSB4X/PFN1",2
"GO:0060173","GO:0060173","limb development","2/262","75/6818",0.790109509958665,0.913053512028293,0.820133919148561,"COL3A1/CRABP2",2
"GO:0019752","GO:0019752","carboxylic acid metabolic process","14/262","434/6818",0.790736613498922,0.913053512028293,0.820133919148561,"GAPDH/PGK1/ENO1/LDHA/GSTP1/TPI1/ALOX5AP/GPX1/ANXA1/XBP1/ALOX15B/EPHX1/CRABP2/ODC1",14
"GO:0000077","GO:0000077","DNA damage checkpoint signaling","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"MUC1",1
"GO:0007422","GO:0007422","peripheral nervous system development","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"ASCL1",1
"GO:0032922","GO:0032922","circadian regulation of gene expression","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"EGR1",1
"GO:0034766","GO:0034766","negative regulation of ion transmembrane transport","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"GRP",1
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"BSG",1
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"NNMT",1
"GO:1901983","GO:1901983","regulation of protein acetylation","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"MUC1",1
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"ATP1B1",1
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"IGFBP5",1
"GO:2001251","GO:2001251","negative regulation of chromosome organization","1/262","40/6818",0.792372680328874,0.913053512028293,0.820133919148561,"H3-3B",1
"GO:0008202","GO:0008202","steroid metabolic process","5/262","171/6818",0.793155803801365,0.913616525581817,0.820639635961542,"SPP1/APOE/SCNN1B/NPC2/EGR1",5
"GO:0030833","GO:0030833","regulation of actin filament polymerization","2/262","76/6818",0.796218508400658,0.915819068613729,0.822618030683274,"TMSB4X/PFN1",2
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","2/262","76/6818",0.796218508400658,0.915819068613729,0.822618030683274,"RACK1/ELOB",2
"GO:0006886","GO:0006886","intracellular protein transport","14/262","436/6818",0.796218833392114,0.915819068613729,0.822618030683274,"ARF4/RPL11/HSPA5/RN7SL1/HSPB1/HSP90AA1/IFI27/ROMO1/TRIM28/ATP1B1/OAZ1/TMED9/RHOB/YWHAZ",14
"GO:0050769","GO:0050769","positive regulation of neurogenesis","3/262","109/6818",0.796248880738629,0.915819068613729,0.822618030683274,"MDK/ASCL1/CRABP2",3
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","7/262","233/6818",0.799014820785391,0.918208524574216,0.824764316586226,"COL3A1/APOE/BRK1/RAC1/TRIM28/RHOB/COL1A2",7
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","6/262","203/6818",0.799355923903228,0.918208524574216,0.824764316586226,"ZFP36L1/APOE/RACK1/ELOB/YBX1/PABPC1",6
"GO:0022617","GO:0022617","extracellular matrix disassembly","1/262","41/6818",0.800398404399962,0.918208524574216,0.824764316586226,"PRSS2",1
"GO:0030516","GO:0030516","regulation of axon extension","1/262","41/6818",0.800398404399962,0.918208524574216,0.824764316586226,"APOE",1
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","1/262","41/6818",0.800398404399962,0.918208524574216,0.824764316586226,"ASCL1",1
"GO:0072678","GO:0072678","T cell migration","1/262","41/6818",0.800398404399962,0.918208524574216,0.824764316586226,"CCL2",1
"GO:0120192","GO:0120192","tight junction assembly","1/262","41/6818",0.800398404399962,0.918208524574216,0.824764316586226,"ACTG1",1
"GO:0031047","GO:0031047","gene silencing by RNA","2/262","77/6818",0.802170230185441,0.919221298129013,0.825674022242864,"H19/PABPC1",2
"GO:0045446","GO:0045446","endothelial cell differentiation","2/262","77/6818",0.802170230185441,0.919221298129013,0.825674022242864,"GPX1/EZR",2
"GO:0061025","GO:0061025","membrane fusion","2/262","77/6818",0.802170230185441,0.919221298129013,0.825674022242864,"ANXA1/VAMP8",2
"GO:0019941","GO:0019941","modification-dependent protein catabolic process","10/262","324/6818",0.806461769200674,0.920592304178542,0.826905503804201,"RPL5/RPL11/ISG15/HSPA5/RACK1/XBP1/IFI27/ELOB/RPS27A/UBC",10
"GO:0043632","GO:0043632","modification-dependent macromolecule catabolic process","10/262","324/6818",0.806461769200674,0.920592304178542,0.826905503804201,"RPL5/RPL11/ISG15/HSPA5/RACK1/XBP1/IFI27/ELOB/RPS27A/UBC",10
"GO:1901653","GO:1901653","cellular response to peptide","6/262","205/6818",0.806854634645819,0.920592304178542,0.826905503804201,"ZFP36L1/SPINK1/AGER/SCNN1A/SCNN1B/XBP1",6
"GO:0006665","GO:0006665","sphingolipid metabolic process","2/262","78/6818",0.807967686021903,0.920592304178542,0.826905503804201,"PSAP/SFTPB",2
"GO:0031056","GO:0031056","regulation of histone modification","2/262","78/6818",0.807967686021903,0.920592304178542,0.826905503804201,"MUC1/NNMT",2
"GO:0035148","GO:0035148","tube formation","2/262","78/6818",0.807967686021903,0.920592304178542,0.826905503804201,"PFN1/YWHAZ",2
"GO:0046661","GO:0046661","male sex differentiation","2/262","78/6818",0.807967686021903,0.920592304178542,0.826905503804201,"SDC1/H3-3B",2
"GO:0000281","GO:0000281","mitotic cytokinesis","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"RHOB",1
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"CALCA",1
"GO:0006304","GO:0006304","DNA modification","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"TRIM28",1
"GO:0006367","GO:0006367","transcription initiation at RNA polymerase II promoter","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"ELOB",1
"GO:0032456","GO:0032456","endocytic recycling","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"SNX3",1
"GO:0034121","GO:0034121","regulation of toll-like receptor signaling pathway","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"BPIFB1",1
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"XBP1",1
"GO:1901879","GO:1901879","regulation of protein depolymerization","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"DSTN",1
"GO:2000630","GO:2000630","positive regulation of miRNA metabolic process","1/262","42/6818",0.808115036840158,0.920592304178542,0.826905503804201,"EGR1",1
"GO:0071396","GO:0071396","cellular response to lipid","10/262","325/6818",0.809448240517518,0.921772555831623,0.827965643654792,"ZFP36L1/SPP1/CCL2/ND3/GSTP1/ANXA1/SCNN1A/SCNN1B/XBP1/AQP1",10
"GO:0048511","GO:0048511","rhythmic process","4/262","144/6818",0.810574119520363,0.922715933487034,0.828813015691126,"MDK/HSPA5/RACK1/EGR1",4
"GO:0008285","GO:0008285","negative regulation of cell population proliferation","12/262","385/6818",0.814104816595617,0.924968126435489,0.830836007558702,"B2M/IGFBP5/HLA-DRB1/CCL2/GSTP1/TYROBP/VSIG4/APOE/SCGB1A1/S100A11/ALOX15B/IFITM1",12
"GO:0042326","GO:0042326","negative regulation of phosphorylation","6/262","207/6818",0.814134819082466,0.924968126435489,0.830836007558702,"SPINK1/GSTP1/FABP4/APOE/RACK1/HSPB1",6
"GO:0051960","GO:0051960","regulation of nervous system development","6/262","207/6818",0.814134819082466,0.924968126435489,0.830836007558702,"B2M/MDK/S100A10/SPP1/ASCL1/CRABP2",6
"GO:0010921","GO:0010921","regulation of phosphatase activity","1/262","43/6818",0.815534437717944,0.924968126435489,0.830836007558702,"LGALS3",1
"GO:0016126","GO:0016126","sterol biosynthetic process","1/262","43/6818",0.815534437717944,0.924968126435489,0.830836007558702,"APOE",1
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","1/262","43/6818",0.815534437717944,0.924968126435489,0.830836007558702,"MUC1",1
"GO:0031100","GO:0031100","animal organ regeneration","1/262","43/6818",0.815534437717944,0.924968126435489,0.830836007558702,"NNMT",1
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","1/262","43/6818",0.815534437717944,0.924968126435489,0.830836007558702,"MUC1",1
"GO:0061035","GO:0061035","regulation of cartilage development","1/262","43/6818",0.815534437717944,0.924968126435489,0.830836007558702,"MDK",1
"GO:0090559","GO:0090559","regulation of membrane permeability","1/262","43/6818",0.815534437717944,0.924968126435489,0.830836007558702,"SLC25A6",1
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","3/262","113/6818",0.815857843712678,0.924996721928628,0.830861692946852,"CCL2/ANXA1/MUC1",3
"GO:0006082","GO:0006082","organic acid metabolic process","14/262","444/6818",0.817133604922176,0.925766414342071,0.831553055333897,"GAPDH/PGK1/ENO1/LDHA/GSTP1/TPI1/ALOX5AP/GPX1/ANXA1/XBP1/ALOX15B/EPHX1/CRABP2/ODC1",14
"GO:0043436","GO:0043436","oxoacid metabolic process","14/262","444/6818",0.817133604922176,0.925766414342071,0.831553055333897,"GAPDH/PGK1/ENO1/LDHA/GSTP1/TPI1/ALOX5AP/GPX1/ANXA1/XBP1/ALOX15B/EPHX1/CRABP2/ODC1",14
"GO:0015711","GO:0015711","organic anion transport","4/262","146/6818",0.818990269941672,0.926653883488036,0.832350208555713,"SLC25A6/PSAP/ANXA1/PLA2G2A",4
"GO:0021915","GO:0021915","neural tube development","2/262","80/6818",0.819111846719598,0.926653883488036,0.832350208555713,"ZFP36L1/PFN1",2
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","2/262","80/6818",0.819111846719598,0.926653883488036,0.832350208555713,"ZFP36L1/EZR",2
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","2/262","80/6818",0.819111846719598,0.926653883488036,0.832350208555713,"ZFP36L1/EZR",2
"GO:0044255","GO:0044255","cellular lipid metabolic process","14/262","445/6818",0.819634618335466,0.926907249754508,0.832577790254228,"PSAP/SFTPB/GSTP1/ALOX5AP/APOE/GPX1/ANXA1/XBP1/ALOX15B/AKR1B10/NPC2/EPHX1/CRABP2/PLA2G2A",14
"GO:0044282","GO:0044282","small molecule catabolic process","5/262","178/6818",0.820945304594065,0.927713054590452,0.833301589976221,"PGK1/ENO1/TPI1/APOE/AKR1B10",5
"GO:0060537","GO:0060537","muscle tissue development","5/262","178/6818",0.820945304594065,0.927713054590452,0.833301589976221,"IGFBP5/COL3A1/GPX1/VAMP5/EGR1",5
"GO:0001708","GO:0001708","cell fate specification","1/262","44/6818",0.822668013705826,0.928307085673144,0.833835167727718,"ASCL1",1
"GO:0007224","GO:0007224","smoothened signaling pathway","1/262","44/6818",0.822668013705826,0.928307085673144,0.833835167727718,"RACK1",1
"GO:0034968","GO:0034968","histone lysine methylation","1/262","44/6818",0.822668013705826,0.928307085673144,0.833835167727718,"NNMT",1
"GO:2000573","GO:2000573","positive regulation of DNA biosynthetic process","1/262","44/6818",0.822668013705826,0.928307085673144,0.833835167727718,"HSP90AA1",1
"GO:0007420","GO:0007420","brain development","10/262","330/6818",0.823870770559082,0.928865584727303,0.834336829472725,"B2M/COX1/MDK/COL3A1/ND4/BASP1/HSPA5/TYROBP/ASCL1/AQP1",10
"GO:0007254","GO:0007254","JNK cascade","2/262","81/6818",0.824464563695499,0.928865584727303,0.834336829472725,"GSTP1/AGER",2
"GO:0008203","GO:0008203","cholesterol metabolic process","2/262","81/6818",0.824464563695499,0.928865584727303,0.834336829472725,"APOE/NPC2",2
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","2/262","81/6818",0.824464563695499,0.928865584727303,0.834336829472725,"APOE/ANXA1",2
"GO:0071496","GO:0071496","cellular response to external stimulus","5/262","179/6818",0.824660161295613,0.928865584727303,0.834336829472725,"DAP/HSPA5/XBP1/WDR45B/AQP1",5
"GO:0046942","GO:0046942","carboxylic acid transport","3/262","115/6818",0.825049977712716,0.928967343326623,0.834428232307025,"PSAP/ANXA1/PLA2G2A",3
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","4/262","148/6818",0.827097901420383,0.930123579937855,0.835466801077574,"ZFP36L1/CCL2/ANXA1/MUC1",4
"GO:0018022","GO:0018022","peptidyl-lysine methylation","1/262","45/6818",0.829526735348736,0.930123579937855,0.835466801077574,"NNMT",1
"GO:0046470","GO:0046470","phosphatidylcholine metabolic process","1/262","45/6818",0.829526735348736,0.930123579937855,0.835466801077574,"PLA2G2A",1
"GO:0061515","GO:0061515","myeloid cell development","1/262","45/6818",0.829526735348736,0.930123579937855,0.835466801077574,"TYROBP",1
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","1/262","45/6818",0.829526735348736,0.930123579937855,0.835466801077574,"AQP1",1
"GO:0120193","GO:0120193","tight junction organization","1/262","45/6818",0.829526735348736,0.930123579937855,0.835466801077574,"ACTG1",1
"GO:1902893","GO:1902893","regulation of miRNA transcription","1/262","45/6818",0.829526735348736,0.930123579937855,0.835466801077574,"EGR1",1
"GO:0045664","GO:0045664","regulation of neuron differentiation","2/262","82/6818",0.82967503084721,0.930123579937855,0.835466801077574,"B2M/ASCL1",2
"GO:0050657","GO:0050657","nucleic acid transport","2/262","82/6818",0.82967503084721,0.930123579937855,0.835466801077574,"ZFP36L1/YBX1",2
"GO:0050658","GO:0050658","RNA transport","2/262","82/6818",0.82967503084721,0.930123579937855,0.835466801077574,"ZFP36L1/YBX1",2
"GO:0051236","GO:0051236","establishment of RNA localization","2/262","82/6818",0.82967503084721,0.930123579937855,0.835466801077574,"ZFP36L1/YBX1",2
"GO:1902115","GO:1902115","regulation of organelle assembly","2/262","82/6818",0.82967503084721,0.930123579937855,0.835466801077574,"SDC1/EZR",2
"GO:0016042","GO:0016042","lipid catabolic process","4/262","149/6818",0.831038105660117,0.930978766254128,0.836234956827404,"SPP1/APOE/AKR1B10/PLA2G2A",4
"GO:0043087","GO:0043087","regulation of GTPase activity","4/262","149/6818",0.831038105660117,0.930978766254128,0.836234956827404,"S100A10/CCL2/CCL18/RACK1",4
"GO:0007009","GO:0007009","plasma membrane organization","2/262","83/6818",0.834746225226603,0.933302561607287,0.838322264269058,"S100A10/S100A9",2
"GO:0000422","GO:0000422","autophagy of mitochondrion","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"WDR45B",1
"GO:0019751","GO:0019751","polyol metabolic process","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"TPI1",1
"GO:0033138","GO:0033138","positive regulation of peptidyl-serine phosphorylation","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"HSP90AA1",1
"GO:0046330","GO:0046330","positive regulation of JNK cascade","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"AGER",1
"GO:0060993","GO:0060993","kidney morphogenesis","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"BASP1",1
"GO:0061614","GO:0061614","miRNA transcription","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"EGR1",1
"GO:0061726","GO:0061726","mitochondrion disassembly","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"WDR45B",1
"GO:0072080","GO:0072080","nephron tubule development","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"AQP1",1
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","1/262","46/6818",0.836121153677192,0.933302561607287,0.838322264269058,"ANXA1",1
"GO:0010948","GO:0010948","negative regulation of cell cycle process","3/262","118/6818",0.838104487952511,0.935179899866435,0.840008549644187,"ZFP36L1/CCL2/MUC1",3
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","4/262","151/6818",0.838695579399608,0.935331178604619,0.840144433053862,"ZFP36L1/SCGB1A1/YBX1/PABPC1",4
"GO:0006282","GO:0006282","regulation of DNA repair","2/262","84/6818",0.83968110606269,0.935331178604619,0.840144433053862,"TRIM28/RPS3",2
"GO:0006606","GO:0006606","protein import into nucleus","2/262","84/6818",0.83968110606269,0.935331178604619,0.840144433053862,"HSP90AA1/TRIM28",2
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","2/262","84/6818",0.83968110606269,0.935331178604619,0.840144433053862,"HSP90AA1/TRIM28",2
"GO:0010498","GO:0010498","proteasomal protein catabolic process","8/262","276/6818",0.840166599597206,0.935331178604619,0.840144433053862,"RPL11/HSPA5/APOE/GPX1/RACK1/XBP1/IFI27/ELOB",8
"GO:0030198","GO:0030198","extracellular matrix organization","5/262","184/6818",0.842313169700741,0.935331178604619,0.840144433053862,"LUM/AEBP1/COL3A1/PRSS2/COL1A2",5
